Date,TimeOfCall,Age,Gender,Race,Language,City,Reason for Dispatch
5/18/2023,3:43:57,51,Male,N/A,English,Eugene,Public Assist
5/18/2023,5:55:56,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/18/2023,6:09:13,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
5/18/2023,6:32:57,26,Male,Black or African American,English,Eugene,Public Assist
5/18/2023,7:25:01,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
5/18/2023,7:38:55,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/18/2023,7:52:11,26,Female,N/A,English,Eugene,Check Welfare
5/18/2023,8:17:11,Not Given,Male,N/A,English,Eugene,Public Assist
5/18/2023,8:41:51,Not Given,Male,White,English,Eugene,Public Assist
5/18/2023,8:55:00,Not Given,Female,N/A,English,Eugene,Suicidal Subject
5/18/2023,9:36:38,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
5/18/2023,9:52:33,Not Given,Female,White,English,Eugene,Check Welfare
5/18/2023,10:04:11,89,Female,N/A,English,Eugene,Check Welfare
5/18/2023,8:40:00,Not Given,Male,White,English,Springfield,Check Welfare
5/18/2023,10:07:00,37,Female,White,English,Springfield,Public Assist
5/18/2023,11:09:00,46,Male,White,English,Springfield,Public Assist
5/18/2023,11:36:05,67,Male,White,English,Springfield,Public Assist
5/18/2023,12:45:00,Not Given,Female,White,English,Springfield,Check Welfare
5/18/2023,14:38:00,35,Female,White,English,Springfield,Public Assist
5/18/2023,11:32:19,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/18/2023,11:48:43,42,Male,N/A,English,Eugene,Check Welfare
5/18/2023,12:06:27,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/18/2023,12:29:17,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/18/2023,13:00:55,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/18/2023,13:10:05,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/18/2023,13:25:38,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/18/2023,13:58:52,29,Female,N/A,English,Eugene,Check Welfare
5/18/2023,14:05:32,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/18/2023,14:23:05,Not Given,Male,White,English,Eugene,Check Welfare
5/18/2023,14:49:59,14,Female,White,English,Eugene,Check Welfare
5/18/2023,17:37:30,82,Female,White,English,Springfield,Check Welfare
5/18/2023,11:35:53,65,Male,White,English,Eugene,Public Assist
5/18/2023,13:31:44,Not Given,Male,N/A,English,Eugene,Check Welfare
5/18/2023,13:44:17,19,Female,White,English,Eugene,Public Assist
5/18/2023,13:30:40,Not Given,Male,N/A,English,Eugene,Check Welfare
5/18/2023,15:13:56,35,Female,Asian,English,Eugene,Check Welfare
5/18/2023,15:59:48,Not Given,Male,Black or African American,English,Eugene,Public Assist
5/18/2023,17:18:57,70,Male,White,English,Eugene,Check Welfare
5/18/2023,17:57:25,Not Given,Female,N/A,English,Eugene,Public Assist
5/18/2023,18:09:04,Not Given,Female,N/A,English,Eugene,Check Welfare
5/18/2023,18:26:33,71,Female,White,English,Eugene,Public Assist
5/18/2023,21:08:39,70,Male,White,English,Springfield,Check Welfare
5/18/2023,22:27:19,Not Given,Male,White,English,Springfield,Check Welfare
5/18/2023,20:33:52,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
5/18/2023,20:48:11,26,Male,Black or African American,English,Eugene,Check Welfare
5/18/2023,8:00:00,26,Female,N/A,English,Eugene,Public Assist
5/18/2023,21:22:34,25,Female,White,English,Eugene,Public Assist
5/18/2023,22:10:48,34,Female,White,English,Eugene,Public Assist
5/18/2023,23:28:47,65,Male,White,English,Springfield,Check Welfare
5/19/2023,0:17:02,45,Female,White,English,Springfield,Check Welfare
5/19/2023,3:57:00,Not Given,Male,White,English,Springfield,Check Welfare
5/18/2023,17:12:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/18/2023,17:19:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/18/2023,17:26:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
5/18/2023,17:29:00,48,Male,White,English,Eugene,Check Welfare
5/18/2023,17:51:00,Not Given,Male,Black or African American,English,Eugene,Check Welfare
5/18/2023,18:10:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
5/18/2023,18:26:00,Not Given,Chose not to disclose,N/A,English,Eugene,EMS Assist
5/18/2023,18:45:00,59,Female,White,English,Eugene,Public Assist
5/18/2023,20:30:00,62,Male,Black or African American,English,Eugene,Public Assist
5/18/2023,20:54:00,12,Female,White,English,Eugene,Police Assist
5/18/2023,21:22:00,30,Male,White,English,Eugene,Public Assist
5/18/2023,21:40:00,38,Female,Two or More Unspecified Race,English,Eugene,Public Assist
5/18/2023,23:25:00,22,Male,N/A,English,Eugene,Check Welfare
5/18/2023,23:46:00,52,Male,White,English,Eugene,Check Welfare
5/19/2023,0:03:00,31,Female,N/A,English,Eugene,Public Assist
5/19/2023,0:31:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/19/2023,0:42:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/19/2023,0:50:00,Not Given,Chose not to disclose,N/A,English,Eugene,Transport
5/19/2023,1:17:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/19/2023,1:47:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/19/2023,2:10:00,Not Given,Male,N/A,English,Eugene,Public Assist
5/19/2023,2:33:00,48,Male,White,English,Eugene,Public Assist
5/19/2023,3:23:00,42,Male,White,English,Eugene,EMS Assist
5/19/2023,4:06:00,51,Male,White,English,Eugene,Public Assist
5/19/2023,4:23:00,58,Female,White,English,Eugene,Public Assist
5/19/2023,5:16:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/19/2023,6:00:49,Not Given,Male,N/A,English,Eugene,Check Welfare
5/19/2023,6:05:40,Not Given,Male,Black or African American,English,Eugene,Public Assist
5/19/2023,7:57:15,38,Female,White,English,Eugene,Public Assist
5/19/2023,9:16:38,13,Female,White,English,Eugene,Police Assist
5/19/2023,9:39:48,Not Given,Male,White,English,Eugene,Public Assist
5/19/2023,10:38:00,Not Given,Male,White,English,Eugene,Check Welfare
5/19/2023,11:10:22,22,Female,American Indian,English,Eugene,Suicidal Subject
5/19/2023,11:34:54,26,Chose not to disclose,Black or African American,English,Eugene,Check Welfare
5/19/2023,12:02:53,84,Male,White,English,Eugene,Suicidal Subject
5/19/2023,12:58:44,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/19/2023,13:22:51,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/19/2023,13:38:15,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/19/2023,13:51:43,59,Female,White,English,Eugene,Check Welfare
5/19/2023,15:22:10,58,Female,White,English,Eugene,Check Welfare
5/19/2023,9:50:00,Not Given,Chose not to disclose,White,English,Springfield,Public Assist
5/19/2023,10:10:00,29,Male,Black or African American,English,Springfield,Public Assist
5/19/2023,8:50:00,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
5/19/2023,7:45:00,Not Given,Chose not to disclose,N/A,English,Springfield,Public Assist
5/19/2023,11:20:00,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
5/19/2023,14:05:00,15,Female,N/A,English,Springfield,Public Assist
5/19/2023,16:00:00,63,Chose not to disclose,N/A,English,Springfield,Public Assist
5/19/2023,17:28:09,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/19/2023,17:54:17,43,Chose not to disclose,White,English,Eugene,Check Welfare
5/19/2023,18:05:51,Not Given,Chose not to disclose,N/A,English,Eugene,Information Not Available
5/19/2023,18:51:29,11,Female,White,English,Eugene,Police Assist
5/19/2023,19:54:15,Not Given,Chose not to disclose,N/A,English,Eugene,Suicidal Subject
5/19/2023,20:10:20,26,Male,Black or African American,English,Eugene,Check Welfare
5/19/2023,20:27:40,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/19/2023,20:39:56,66,Male,White,English,Eugene,Check Welfare
5/19/2023,21:19:46,54,Male,White,English,Eugene,Public Assist
5/20/2023,17:11:00,14,Male (Assigned Female at Birth),White,English,Springfield,Police Assist
5/20/2023,17:56:00,61,Female,White,English,Springfield,Check Welfare
5/20/2023,18:38:43,36,Male,White,English,Eugene,Check Welfare
5/20/2023,19:02:00,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
5/20/2023,19:49:00,38,Female,Two or More Unspecified Race,English,Springfield,Police Assist
5/20/2023,20:33:36,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
5/20/2023,20:44:00,25,Female,White,English,Springfield,Check Welfare
5/20/2023,21:31:00,66,Male,White,English,Eugene,EMS Assist
5/20/2023,22:40:00,Not Given,Male,White,English,Springfield,Police Assist
5/20/2023,23:19:04,70,Male,White,English,Springfield,Police Assist
5/21/2023,2:12:00,85,Female,White,English,Springfield,Check Welfare
5/21/2023,2:48:00,72,Male,N/A,English,Springfield,Police Assist
5/21/2023,3:12:00,47,Female,White,English,Eugene,Public Assist
5/20/2023,17:39:01,10,Male,N/A,English,Eugene,Public Assist
5/20/2023,17:49:23,45,Female,White,English,Eugene,Transport
5/20/2023,18:34:00,Not Given,Female,N/A,English,Eugene,Check Welfare
5/20/2023,18:55:00,Not Given,Male,N/A,English,Eugene,Check Welfare
5/20/2023,19:13:57,38,Male,Two or More Unspecified Race,English,Eugene,Check Welfare
5/20/2023,19:33:00,59,Female (Assigned Male at Birth),N/A,English,Eugene,Public Assist
5/20/2023,20:14:00,21,Female,N/A,English,Eugene,Public Assist
5/20/2023,21:11:54,49,Male,White,English,Eugene,Check Welfare
5/20/2023,21:18:51,38,Male,N/A,English,Eugene,Public Assist
5/20/2023,22:05:00,58,Male,White,English,Eugene,Check Welfare
5/20/2023,22:23:00,68,Female,N/A,English,Eugene,Public Assist
5/20/2023,23:26:52,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
5/20/2023,23:31:34,Not Given,Female,N/A,English,Eugene,Public Assist
5/20/2023,23:45:27,42,Male,N/A,English,Eugene,Check Welfare
5/21/2023,0:10:00,60,Female,White,English,Eugene,Suicidal Subject
5/21/2023,1:19:39,40,Female,N/A,English,Eugene,Public Assist
5/21/2023,2:59:41,37,Male,White,English,Eugene,Check Welfare
5/21/2023,3:24:27,54,Male,White,Eugene,Eugene,Check Welfare
5/21/2023,3:44:20,60,Female,White,English,Eugene,Public Assist
5/21/2023,4:07:00,Not Given,Male,N/A,English,Eugene,Check Welfare
5/21/2023,4:07:00,Not Given,Male,N/A,English,Eugene,Public Assist
5/21/2023,4:24:00,Not Given,Male,Black or African American,English,,Check Welfare
5/19/2023,17:29:00,72,Male,White,English,Springfield,Suicidal Subject
5/19/2023,17:54:00,35,Female,White,English,Eugene,Public Assist
5/19/2023,19:19:00,79,Female,White,English,Eugene,Public Assist
5/19/2023,20:37:00,45,Male,White,English,Springfield,Public Assist
5/19/2023,20:51:00,48,Female,White,English,Eugene,Public Assist
5/19/2023,23:56:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/20/2023,0:12:00,38,Female,White,English,Eugene,Public Assist
5/20/2023,1:49:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
5/20/2023,1:52:00,38,Male,White,English,Eugene,Public Assist
5/20/2023,2:24:00,Not Given,Male,N/A,English,Eugene,Public Assist
5/20/2023,3:14:00,23,Male,Two or More Unspecified Race,English,Eugene,Public Assist
5/20/2023,15:15:00,Not Given,Male,White,English,Eugene,Check Welfare
5/20/2023,16:02:00,51,Female,White,English,Eugene,Suicidal Subject
5/20/2023,17:11:00,Not Given,Female,N/A,English,Eugene,Check Welfare
5/20/2023,17:40:00,18,Male,White,English,Eugene,Police Assist
5/20/2023,19:30:00,Not Given,Female,N/A,English,Eugene,Check Welfare
5/20/2023,20:00:00,74,Male,White,English,Eugene,Suicidal Subject
5/20/2023,21:11:00,33,Female,White,English,Eugene,Suicidal Subject
5/20/2023,22:30:00,Not Given,Male,N/A,English,Eugene,Check Welfare
5/21/2023,5:23:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
5/21/2023,5:55:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/21/2023,6:15:00,29,Chose not to disclose,N/A,English,Eugene,Suicidal Subject
5/21/2023,7:37:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/21/2023,7:54:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/21/2023,8:25:00,Not Given,MALE,WHITE,English,Eugene,Check Welfare
5/21/2023,9:03:00,65,Male,WHITE,English,Eugene,Check Welfare
5/21/2023,9:47:00,50,MALE,WHITE,English,Eugene,Suicidal Subject
5/21/2023,6:30:00,Not Given,Chose not to disclose,White,English,Springfield,Public Assist
5/21/2023,9:00:00,66,Male,White,English,Springfield,Public Assist
5/21/2023,7:10:00,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
5/21/2023,8:10:00,67,Female,White,English,Springfield,Public Assist
5/21/2023,9:25:00,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
5/19/2023,22:31:00,42,Male,White,English,Eugene,Check Welfare
5/19/2023,23:25:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/19/2023,23:25:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
5/19/2023,23:35:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/19/2023,23:39:27,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
5/20/2023,23:49:00,46,Female,White,English,Eugene,Public Assist
5/20/2023,0:20:48,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/20/2023,0:47:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/20/2023,1:01:00,24,Female,Two or More Unspecified Race,English,Eugene,Public Assist
5/20/2023,3:20:00,36,Male,Two or More Unspecified Race,English,Eugene,Check Welfare
5/20/2023,4:03:19,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/20/2023,4:10:27,Not Given,Chose not to disclose,N/A,English,Eugene,Information Not Available
5/20/2023,4:18:50,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/21/2023,11:32:48,16,Female,N/A,English,Springfield,Public Assist
5/21/2023,12:36:59,Not Given,Male,White,English,Springfield,Public Assist
5/21/2023,13:20:03,67,Female,White,English,Springfield,Public Assist
5/21/2023,14:13:59,Not Given,Chose not to disclose,N/A,English,Springfield,Public Assist
5/21/2023,14:37:05,Not Given,Chose not to disclose,N/A,English,Springfield,Public Assist
5/21/2023,14:47:59,Not Given,Male,White,English,Springfield,Check Welfare
5/21/2023,15:35:33,Not Given,Chose not to disclose,N/A,English,Springfield,Public Assist
5/21/2023,15:55:35,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
5/21/2023,16:15:04,Not Given,Female,N/A,English,Springfield,Check Welfare
5/21/2023,16:45:57,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
5/21/2023,11:28:36,Not Given,Male,N/A,English,Eugene,Check Welfare
5/21/2023,11:38:13,53,Male,Black or African American,English,Eugene,Public Assist
5/21/2023,12:23:56,49,Male,N/A,English,Eugene,Check Welfare
5/21/2023,12:41:11,53,Female,White,English,Eugene,Check Welfare
5/21/2023,14:07:22,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/21/2023,14:20:59,Not Given,Chose not to disclose,N/A,English,Eugene,Police Assist
5/21/2023,14:35:36,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/21/2023,14:40:45,Not Given,Male,N/A,English,Eugene,Check Welfare
5/21/2023,15:01:21,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/21/2023,15:02:34,Not Given,Chose not to disclose,N/A,English,Eugene,Information Not Available
5/21/2023,15:24:23,Not Given,Female,N/A,English,Eugene,Public Assist
5/21/2023,15:49:34,32,Female,N/A,English,Eugene,Police Assist
5/21/2023,17:30:00,19,Male,White,English,Springfield,Check Welfare
5/21/2023,19:15:00,62,Male,N/A,English,Springfield,Check Welfare
5/21/2023,20:40:00,61,Male,N/A,English,Springfield,Check Welfare
5/21/2023,21:24:19,34,Male,N/A,English,Springfield,Public Assist
5/21/2023,22:38:00,45,Male,N/A,English,Springfield,Check Welfare
5/22/2023,3:40:23,43,Male,N/A,English,Springfield,Check Welfare
5/21/2023,17:42:00,68,Male,Two or More Unspecified Race,English,Eugene,Public Assist
5/21/2023,18:45:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/21/2023,18:56:00,38,Male,Two or More Unspecified Race,English,Eugene,Check Welfare
5/21/2023,19:08:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
5/21/2023,19:25:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/21/2023,19:52:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/21/2023,19:58:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/21/2023,20:05:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/21/2023,20:12:00,60,Male,White,English,Eugene,Public Assist
5/21/2023,20:22:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
5/21/2023,21:09:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/21/2023,21:24:00,74,Male,White,English,Eugene,Fire Assist
5/21/2023,22:59:00,Not Given,Male,White,English,Eugene,Police Assist
5/21/2023,23:41:00,46,Male,White,English,Eugene,Check Welfare
5/22/2023,0:24:00,26,Female,Black or African American,English,Eugene,Check Welfare
5/22/2023,0:38:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
5/22/2023,0:57:00,45,Male,Two or More Unspecified Race,English,Eugene,Transport
5/22/2023,2:06:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/22/2023,2:30:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
5/22/2023,2:49:00,60,Female,White,English,Eugene,Transport
5/22/2023,3:23:00,51,Male,White,English,Eugene,Public Assist
5/22/2023,4:04:00,55,Female,White,English,Eugene,Public Assist
5/22/2023,6:29:18,24,Female,Other Single Race,English,Eugene,Public Assist
5/22/2023,9:14:55,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/22/2023,9:20:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/22/2023,9:48:00,44,Male,White,English,Eugene,Check Welfare
5/22/2023,10:14:51,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/22/2023,11:32:00,50,Male,N/A,English,Eugene,Check Welfare
5/22/2023,11:59:36,65,Male,White,English,Eugene,Check Welfare
5/22/2023,13:12:00,25,Male,Black or African American,English,Eugene,Police Assist
5/22/2023,14:22:33,21,Female,N/A,English,Eugene,Check Welfare
5/22/2023,14:26:12,37,Male,White,English,Eugene,Check Welfare
5/22/2023,15:19:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/22/2023,15:37:00,67,Male,N/A,English,Eugene,Check Welfare
5/22/2023,15:46:04,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/22/2023,15:50:58,32,Chose not to disclose,White,English,Eugene,Check Welfare
5/22/2023,16:13:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/22/2023,5:03:39,63,Male,White,English,Eugene,Check Welfare
5/22/2023,9:44:16,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
5/22/2023,11:37:48,10,Male,White,English,Springfield,Police Assist
5/22/2023,13:21:59,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
5/22/2023,14:09:19,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
5/22/2023,14:31:47,60,Female,White,English,Springfield,Check Welfare
5/22/2023,14:50:06,Not Given,Chose not to disclose,N/A,English,Springfield,Check Welfare
5/22/2023,18:11:07,25,Female,White,English,Springfield,Check Welfare
5/22/2023,19:12:53,13,Female,White,English,Springfield,Police Assist
5/22/2023,19:31:46,59,Male,N/A,English,Springfield,Check Welfare
5/22/2023,20:49:05,Not Given,Female,Two or More Unspecified Race,English,Springfield,Public Assist
5/22/2023,23:58:01,39,Female,Two or More Unspecified Race,English,Springfield,Police Assist
5/23/2023,1:17:13,28,Male,Two or More Unspecified Race,English,Springfield,Police Assist
5/23/2023,1:58:33,27,Male,White,English,Eugene,Public Assist
5/23/2023,2:37:36,71,Male,Black or African American,English,Springfield,Public Assist
5/23/2023,2:47:51,Not Given,Chose not to disclose,N/A,English,Springfield,Information Not Available
5/23/2023,6:05:25,Not Given,Female,N/A,English,Eugene,Check Welfare
5/23/2023,6:30:57,56,Female,White,English,Eugene,Public Assist
5/23/2023,7:47:43,27,Female,White,English,Eugene,Public Assist
5/23/2023,9:24:03,53,Female,White,English,Eugene,Check Welfare
5/23/2023,9:47:24,15,Female,Two or More Unspecified Race,English,Eugene,Check Welfare
5/23/2023,11:45:18,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/23/2023,11:56:46,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/23/2023,12:04:15,22,Female,White,English,Eugene,Police Assist
5/23/2023,12:50:47,61,Female,White,English,Eugene,Check Welfare
5/23/2023,14:20:32,Not Given,Chose not to disclose,N/A,English,Eugene,Information Not Available
5/23/2023,15:33:52,26,Female,White,English,Eugene,Check Welfare
5/23/2023,6:21:45,40,Male,White,English,Springfield,Check Welfare
5/23/2023,7:44:42,37,Male,White,English,Springfield,Check Welfare
5/23/2023,8:10:43,63,Male,White,English,Springfield,Check Welfare
5/23/2023,8:55:24,Not Given,Female,White,English,Springfield,Police Assist
5/23/2023,11:19:22,63,Male,White,English,Springfield,Check Welfare
5/23/2023,12:53:11,67,Male,White,English,Springfield,Check Welfare
5/23/2023,15:45:00,60,Female,White,English,Springfield,Check Welfare
5/23/2023,15:51:18,83,Male,White,English,Springfield,Check Welfare
5/23/2023,16:14:48,41,Female,White,English,Springfield,Public Assist
5/23/2023,17:16:10,34,Male,White,English,Eugene,Check Welfare
5/23/2023,17:44:35,69,Chose not to disclose,White,English,Eugene,Check Welfare
5/23/2023,18:13:29,45,Male,White,English,Eugene,Check Welfare
5/23/2023,18:39:49,Not Given,Male,N/A,English,Eugene,Public Assist
5/23/2023,18:49:41,53,Male,N/A,English,Eugene,Public Assist
5/23/2023,19:02:38,53,Male,Black or African American,English,Eugene,Public Assist
5/23/2023,19:21:10,Not Given,Female,N/A,English,Eugene,Police Assist
5/23/2023,19:36:24,59,Female,White,English,Eugene,Check Welfare
5/23/2023,20:31:47,Not Given,Chose not to disclose,N/A,English,Eugene,Information Not Available
5/23/2023,20:33:52,60,Female,White,English,Eugene,Suicidal Subject
5/23/2023,21:46:52,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
5/23/2023,21:56:32,31,Female,White,English,Eugene,Police Assist
5/23/2023,23:10:00,22,Female,White,English,Eugene,Police Assist
5/24/2023,0:30:47,22,Female,N/A,English,Eugene,Suicidal Subject
5/24/2023,0:46:43,Not Given,Male,N/A,English,Eugene,Public Assist
5/24/2023,0:52:57,Not Given,Female,N/A,English,Eugene,Public Assist
5/24/2023,1:01:01,18,Male,White,English,Eugene,Public Assist
5/24/2023,1:23:33,67,Male,White,English,Eugene,Fire Assist
5/24/2023,1:41:27,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/24/2023,1:45:03,Not Given,Chose not to disclose,N/A,English,Eugene,Transport
5/24/2023,3:41:20,29,Female,White,English,Eugene,Public Assist
5/24/2023,2:00:42,59,Female,White,English,Eugene,Public Assist
5/24/2023,3:05:31,Not Given,Female,N/A,English,Eugene,Public Assist
5/24/2023,3:10:06,Not Given,Male,N/A,English,Eugene,Public Assist
5/24/2023,3:39:29,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
5/23/2023,17:50:00,15,Male,Other Single Race,English,Springfield,Transport
5/23/2023,18:48:00,54,Female,White,English,Springfield,Suicidal Subject
5/23/2023,20:38:00,36,Female,White,English,Springfield,Check Welfare
5/23/2023,19:58:00,41,Female,White,English,Eugene,Public Assist
5/23/2023,20:51:00,Not Given,Male,White,English,Springfield,Check Welfare
5/23/2023,21:44:00,17,Male,White,English,Springfield,Public Assist
5/23/2023,0:30:00,43,Male,White,English,Springfield,Public Assist
5/24/2023,5:27:32,57,Male,White,English,Eugene,Police Assist
5/24/2023,7:17:10,32,Male,White,English,Eugene,Check Welfare
5/24/2023,7:35:12,34,Female,White,English,Eugene,Public Assist
5/24/2023,9:07:27,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/24/2023,9:17:20,24,Female,White,English,Eugene,Check Welfare
5/24/2023,9:51:31,28,Female,White,English,Eugene,Check Welfare
5/24/2023,10:06:58,47,Female,White,English,Eugene,Check Welfare
5/24/2023,11:15:44,19,Female,White,English,Eugene,Public Assist
5/24/2023,13:56:27,32,Female,White,Eugene,Eugene,Check Welfare
5/24/2023,14:19:54,35,Male,N/A,English,Eugene,Check Welfare
5/24/2023,14:52:41,47,Female,White,English,Eugene,Public Assist
5/24/2023,10:10:00,39,Chose not to disclose,White,English,Springfield,Public Assist
5/24/2023,10:46:00,Not Given,Chose not to disclose,White,English,Springfield,Check Welfare
5/24/2023,11:45:00,59,Chose not to disclose,White,English,Springfield,Check Welfare
5/24/2023,12:50:00,42,Male,N/A,English,Springfield,Public Assist
5/24/2023,14:40:00,64,Female,N/A,English,Springfield,Check Welfare
5/24/2023,15:16:00,Not Given,Chose not to disclose,White,English,Springfield,Check Welfare
5/24/2023,16:08:00,Not Given,Chose not to disclose,N/A,English,Springfield,Public Assist
5/24/2023,23:23:42,Not Given,Male,N/A,English,Eugene,Check Welfare
5/24/2023,23:29:42,16,Male (Assigned Female at Birth),White,English,Eugene,Public Assist
5/25/2023,0:24:40,30,Female,White,English,Eugene,Public Assist
5/25/2023,0:58:53,24,Female,White,English,Eugene,Suicidal Subject
5/25/2023,3:15:04,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/25/2023,3:26:45,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
5/25/2023,3:28:50,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
5/25/2023,3:35:00,22,Male,Two or More Unspecified Race,English,Eugene,Public Assist
5/22/2023,17:20:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
5/22/2023,17:32:00,31,Female,White,English,Eugene,Transport
5/22/2023,18:06:00,Not Given,Female,N/A,English,Eugene,Public Assist
5/22/2023,18:41:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
5/22/2023,18:50:00,79,Female,N/A,English,Eugene,Check Welfare
5/22/2023,19:17:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/22/2023,19:34:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
5/22/2023,18:46:00,59,Female,White,English,Eugene,Public Assist
5/22/2023,21:50:00,Not Given,Chose not to disclose,N/A,English,Eugene,Public Assist
5/22/2023,22:10:00,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
5/22/2023,22:18:00,21,Male (Assigned Female at Birth),White,English,Eugene,Public Assist
5/22/2023,23:24:00,Not Given,Chose not to disclose,N/A,English,Eugene,Information Not Available
5/22/2023,23:24:00,62,Male,White,English,Eugene,Transport
5/22/2023,23:45:00,59,Male,N/A,English,Eugene,Police Assist
5/23/2023,0:06:00,39,Male,White,English,Eugene,Transport
